,Institution,Control,State,Category,Institution_stripped,Id,County,Longitude,Latitude,Total  enrollment,Urbanization,Carnegie Classifation,out-of-state,foreign,Endowment
377,Seton Hall University,Private,NJ,In-person,setonhalluniversity,186584,Essex County,-74.24875300000002,40.742859,9903.0,Suburb,Research,,,27638.0
378,Seton Hill University,Private,PA,In-person,setonhilluniversity,215947,Westmoreland County,-79.556228,40.308623,2357.0,Suburb,Baccalaureatte,29.0,3.0,15171.0
379,Shenandoah University,Private,VA,Hybrid model,shenandoahuniversity,233541,Winchester city,-78.158376,39.166058,4003.0,City,Master's,45.0,4.0,13689.0
380,Shepherd University,Public,WV,Considering options,shepherduniversity,237792,Jefferson County,-77.80484399999997,39.434319,4221.0,Town,Master's,35.0,0.0,
381,Siena College,Private,NY,In-person,sienacollege,195474,Albany County,-73.75153,42.718586,3207.0,Suburb,Baccalaureatte,21.0,1.0,42117.0
382,Siena Heights University,Private,MI,In-person,sienaheightsuniversity,172264,Lenawee County,-84.01514399999998,41.905952,2684.0,Town,Master's,10.0,2.0,4399.0
383,Simpson College,Private,IA,In-person,simpsoncollege,154350,Warren County,-93.563471,41.365503,1773.0,Town,Baccalaureatte,18.0,0.0,40815.0
384,Simpson University,Private,CA,In-person,simpsonuniversity,123457,Shasta County,-122.333048,40.61331,1255.0,City,Baccalaureatte,,,4355.0
385,Skidmore College,Private,NY,Undecided,skidmorecollege,195526,Saratoga County,-73.785108,43.092696,2702.0,Suburb,Baccalaureatte,62.0,10.0,110095.0
386,Smith College,Private,MA,Considering options,smithcollege,167835,Hampshire County,-72.638094,42.317933,3033.0,Suburb,Baccalaureatte,64.0,20.0,462144.0
387,Soka University of America,Private,CA,Online,sokauniversityofamerica,399911,Orange County,-117.734893,33.549425,412.0,Suburb,Baccalaureatte,26.0,40.0,2505435.0
388,Southeast Missouri State University,Public,MO,Undecided,southeastmissouristateuniversity,179557,Cape Girardeau County,-89.529119,37.31575,11767.0,City,Master's,20.0,3.0,
389,Southeastern Oklahoma State University,Public,OK,In-person,southeasternoklahomastateuniversity,207847,Bryan County,-96.376381,34.003609999999995,3826.0,Town,Master's,24.0,2.0,
390,Southern Methodist University,Private,TX,In-person,southernmethodistuniversity,228246,Dallas County,-96.784855,32.845254,10929.0,Suburb,Research,56.0,4.0,127702.0
391,Southern Nazarene University,Private,OK,In-person,southernnazareneuniversity,206862,Oklahoma County,-97.629504,35.513295,2249.0,Suburb,Master's,,,11081.0
392,Southern New Hampshire University,Private,NH,Online,southernnewhampshireuniversity,183026,Hillsborough County,-71.453938,43.039892,28389.0,City,Master's,,,1025.0
393,Southern Wesleyan University,Private,SC,In-person,southernwesleyanuniversity,217776,Pickens County,-82.761586,34.728068,1701.0,Suburb,Master's,,,2753.0
394,Southwest Baptist University,Private,MO,In-person,southwestbaptistuniversity,179326,Polk County,-93.410451,37.601603,3812.0,Town,Master's,,,7356.0
395,Southwest Minnesota State University,Public,MN,In-person,southwestminnesotastateuniversity,175078,Lyon County,-95.75983,44.455023,6917.0,Town,Master's,,,
396,Southwestern Oklahoma State University,Public,OK,In-person,southwesternoklahomastateuniversity,207865,Custer County,-98.707964,35.534609,4942.0,Town,Master's,8.0,4.0,
397,Southwestern University,Private,TX,Hybrid model,southwesternuniversity,228343,Williamson County,-97.664637,30.635194,1535.0,Suburb,Baccalaureatte,9.0,3.0,180164.0
398,Spring Arbor University,Private,MI,In-person,springarboruniversity,172334,Jackson County,-84.551918,42.20623300000001,3962.0,Suburb,Master's,13.0,1.0,3188.0
399,Springfield College,Private,MA,In-person,springfieldcollege,167899,Hampden County,-72.555688,42.105033,3255.0,City,Master's,,,16906.0
400,Stanford University,Private,CA,Hybrid model,stanforduniversity,243744,Santa Clara County,-122.182212,37.431746,18346.0,Suburb,Research,52.0,13.0,1215932.0
401,Stetson University,Private,FL,In-person,stetsonuniversity,137546,Volusia County,-81.301604,29.036295000000006,4044.0,Suburb,Master's,,,41755.0
402,Stevens Institute of Technology,Private,NJ,Considering options,stevensinstituteoftechnology,186867,Hudson County,-74.025334,40.744776,5784.0,Suburb,Research,36.0,2.0,37693.0
403,Stony Brook University,Public,NY,Undecided,stonybrookuniversity,196097,Suffolk County,-73.123595,40.913138,24143.0,Suburb,Research,,,
404,Suffolk University,Private,MA,Considering options,suffolkuniversity,168005,Suffolk County,-71.06196899999998,42.359088,8675.0,City,Master's,,,19361.0
405,Susquehanna University,Private,PA,In-person,susquehannauniversity,216278,Snyder County,-76.87521,40.79774000000001,2187.0,Town,Baccalaureatte,,,53589.0
406,Swarthmore College,Private,PA,Undecided,swarthmorecollege,216287,Delaware County,-75.356066,39.904081,1534.0,Suburb,Baccalaureatte,77.0,11.0,1034611.0
407,Sweet Briar College,Private,VA,In-person,sweetbriarcollege,233718,Amherst County,-79.079735,37.556317,710.0,Suburb,Baccalaureatte,58.0,0.0,132618.0
408,Syracuse University,Private,NY,In-person,syracuseuniversity,196413,Onondaga County,-76.136738,43.040525,21267.0,City,Research,54.0,11.0,49259.0
409,Taylor University,Private,IN,In-person,tayloruniversity,152530,Grant County,-85.49690600000002,40.458382,2245.0,Town,Baccalaureatte,58.0,4.0,31921.0
410,Temple University,Public,PA,Hybrid model,templeuniversity,216339,Philadelphia County,-75.15826700000002,39.980943,37270.0,City,Research,18.0,2.0,9745.0
411,Tennessee State University,Public,TN,In-person,tennesseestateuniversity,221838,Davidson County,-86.82937,36.16899,8883.0,City,Research,,,
412,Tennessee Technological University,Public,TN,In-person,tennesseetechnologicaluniversity,221847,Putnam County,-85.503957,36.17465900000001,11118.0,Town,Master's,2.0,7.0,
413,Texas Christian University,Private,TX,In-person,texaschristianuniversity,228875,Tarrant County,-97.361537,32.709568,9925.0,City,Research,51.0,4.0,134191.0
414,Texas Tech University,Public,TX,In-person,texastechuniversity,229115,Lubbock County,-101.876917,33.580309,33111.0,City,Research,5.0,1.0,
415,Texas Wesleyan University,Private,TX,In-person,texaswesleyanuniversity,229160,Tarrant County,-97.279631,32.733314,2397.0,City,Master's,3.0,32.0,14031.0
416,Texas Woman's University,Public,TX,In-person,texaswoman'suniversity,229179,Denton County,-97.129088,33.227002,15058.0,City,Research,1.0,0.0,
417,The New School,Private,NY,Considering options,thenewschool,193654,New York County,-73.994636,40.735275,10301.0,City,Research,48.0,32.0,22045.0
418,Thiel College,Private,PA,In-person,thielcollege,216357,Mercer County,-80.382134,41.41308,1100.0,Town,Baccalaureatte,36.0,1.0,26599.0
419,Transylvania University,Private,KY,Undecided,transylvaniauniversity,157818,Fayette County,-84.493883,38.053236,1082.0,City,Baccalaureatte,,,115910.0
420,Trevecca Nazarene University,Private,TN,In-person,treveccanazareneuniversity,221892,Davidson County,-86.753566,36.142115,2406.0,City,Research,,,9927.0
421,Trine University,Private,IN,In-person,trineuniversity,152567,Steuben County,-85.005696,41.633389,1875.0,Town,Baccalaureatte,42.0,1.0,10985.0
422,Trinity College,Private,IL,In-person,trinitycollege,130590,Hartford County,-72.688684,41.746746,2390.0,City,Baccalaureatte,75.0,11.0,206497.0
423,Trinity University,Private,TX,In-person,trinityuniversity,229267,Bexar County,-98.482577,29.46286,2358.0,City,Master's,23.0,9.0,410997.0
424,Trinity Washington University,Private,DC,Hybrid model,trinitywashingtonuniversity,131876,District of Columbia,-77.004261,38.927398,2506.0,City,Master's,,,12127.0
425,Troy University,Public,AL,In-person,troyuniversity,102368,Pike County,-85.950191,31.800128000000004,20573.0,Rural,Master's,26.0,2.0,
426,Tufts University,Private,MA,Considering options,tuftsuniversity,168148,Middlesex County,-71.120641,42.406004,10872.0,Suburb,Research,69.0,13.0,130838.0
427,Union College,Private,NY,In-person,unioncollege,157863,Knox County,-83.887982,36.869066,1164.0,Town,Master's,,,19422.0
428,Union College,Private,NY,In-person,unioncollege,181738,Lancaster County,-96.651095,40.77477800000001,911.0,City,Baccalaureatte,,,18228.0
429,Union College,Private,NY,In-person,unioncollege,196866,Schenectady County,-73.928498,42.81757800000001,2246.0,City,Baccalaureatte,62.0,8.0,172819.0
430,Union University,Private,TN,In-person,unionuniversity,221971,Madison County,-88.858524,35.676896,3993.0,City,Master's,12.0,0.0,7673.0
431,University of Alabama at Birmingham,Public,AL,In-person,universityofalabamaatbirmingham,100663,Jefferson County,-86.80917,33.50223,18568.0,City,Research,13.0,1.0,
432,University of Arizona,Public,AZ,In-person,universityofarizona,104179,Pima County,-110.950769,32.232071000000005,40621.0,City,Research,34.0,0.0,
433,University of Arkansas at Little Rock,Public,AR,In-person,universityofarkansasatlittlerock,106245,Pulaski County,-92.341835,34.726644,12377.0,City,Research,7.0,5.0,
434,University of Bridgeport,Private,CT,In-person,universityofbridgeport,128744,Fairfield County,-73.189352,41.165587,4842.0,City,Master's,52.0,10.0,6939.0
435,University of Central Arkansas,Public,AR,In-person,universityofcentralarkansas,106704,Faulkner County,-92.45931,35.078196000000005,11534.0,City,Master's,7.0,2.0,
436,University of Central Florida,Public,FL,In-person,universityofcentralflorida,132903,Orange County,-81.19880500000002,28.60106,59589.0,Suburb,Research,6.0,3.0,
437,University of Central Missouri,Public,MO,In-person,universityofcentralmissouri,176965,Johnson County,-93.737445,38.755882,12513.0,Town,Master's,9.0,2.0,
438,University of Central Oklahoma,Public,OK,In-person,universityofcentraloklahoma,206941,Oklahoma County,-97.470985,35.658239,17220.0,Suburb,Master's,3.0,7.0,
439,University of Charleston,Private,WV,In-person,universityofcharleston,237312,Kanawha County,-81.618667,38.332577,1935.0,City,Baccalaureatte,32.0,4.0,19512.0
440,University of Chicago,Private,IL,Undecided,universityofchicago,144050,Cook County,-87.601196,41.78917,15048.0,City,Research,70.0,12.0,429800.0
441,University of Connecticut,Public,CT,Considering options,universityofconnecticut,129020,Tolland County,-72.24951899999998,41.808205,25911.0,Suburb,Research,28.0,2.0,
442,University of Dallas,Private,TX,In-person,universityofdallas,224323,Dallas County,-96.921573,32.846202000000005,2598.0,City,Master's,,,22938.0
443,University of Dayton,Private,OH,In-person,universityofdayton,202480,Montgomery County,-84.173662,39.73686,10835.0,City,Research,44.0,10.0,41246.0
444,University of Delaware,Public,DE,In-person,universityofdelaware,130943,New Castle County,-75.7536,39.679791,22166.0,Suburb,Research,57.0,0.0,55964.0
445,University of Denver,Private,CO,In-person,universityofdenver,127060,Denver County,-104.964625,39.695954,11778.0,City,Research,59.0,7.0,38352.0
446,University of Detroit Mercy,Private,MI,Hybrid model,universityofdetroitmercy,169716,Wayne County,-83.138369,42.417168,5112.0,City,Master's,6.0,4.0,6804.0
447,University of Evansville,Private,IN,In-person,universityofevansville,150534,Vanderburgh County,-87.531963,37.969955,2630.0,City,Master's,43.0,9.0,43352.0
448,University of Florida,Public,FL,In-person,universityofflorida,134130,Alachua County,-82.361195,29.638248,49878.0,City,Research,7.0,4.0,
449,University of Hartford,Private,CT,In-person,universityofhartford,129525,Hartford County,-72.714965,41.796485,6820.0,City,Master's,59.0,3.0,19519.0
450,University of Houston,Public,TX,Considering options,universityofhouston,225511,Harris County,-95.344851,29.719988,39540.0,City,Research,3.0,4.0,
451,University of Idaho,Public,ID,In-person,universityofidaho,142285,Latah County,-117.024296,46.726894,12024.0,Rural,Research,24.0,3.0,
452,University of Illinois at Chicago,Public,IL,Hybrid model,universityofillinoisatchicago,145600,Cook County,-87.651145,41.872651,28038.0,City,Research,3.0,2.0,
453,University of Illinois at Springfield,Public,IL,In-person,universityofillinoisatspringfield,148654,Sangamon County,-89.614917,39.729862,5137.0,City,Master's,2.0,2.0,
454,University of Illinois at Urbana-Champaign,Public,IL,In-person,universityofillinoisaturbana-champaign,145637,Champaign County,-88.23030899999998,40.108864,44942.0,City,Research,10.0,16.0,
455,University of Indianapolis,Private,IN,In-person,universityofindianapolis,151263,Marion County,-86.13474699999998,39.709671,5452.0,City,Master's,10.0,5.0,16089.0
456,University of Iowa,Public,IA,In-person,universityofiowa,153658,Johnson County,-91.535698,41.660695,29748.0,City,Research,41.0,11.0,
457,University of Kansas,Public,KS,In-person,universityofkansas,155317,Douglas County,-95.24587,38.957351,26968.0,City,Research,33.0,3.0,
458,University of Kentucky,Public,KY,In-person,universityofkentucky,157085,Fayette County,-84.50917700000002,38.032393,28435.0,City,Research,30.0,2.0,
459,University of La Verne,Private,CA,In-person,universityoflaverne,117140,Los Angeles County,-117.772634,34.10086,8796.0,Suburb,Research,,,6673.0
460,University of Louisville,Public,KY,Considering options,universityoflouisville,157289,Jefferson County,-85.758843,38.215752,21444.0,City,Research,,,
461,University of Mary,Private,ND,In-person,universityofmary,200217,Burleigh County,-100.752386,46.724893,2910.0,Rural,Master's,47.0,0.0,12374.0
462,University of Mary Hardin-Baylor,Private,TX,In-person,universityofmaryhardin-baylor,226471,Bell County,-97.463479,31.066798,3492.0,Suburb,Master's,2.0,1.0,23638.0
463,University of Mary Washington,Public,VA,In-person,universityofmarywashington,232681,Fredericksburg city,-77.47439200000002,38.302206,4831.0,Suburb,Master's,10.0,0.0,
464,University of Memphis,Public,TN,In-person,universityofmemphis,220862,Shelby County,-89.982038,35.115934,21480.0,City,Research,9.0,0.0,
465,University of Miami,Private,FL,In-person,universityofmiami,135726,Miami-Dade County,-80.27645,25.720406,16935.0,Suburb,Research,54.0,14.0,48576.0
466,University of Mobile,Private,AL,In-person,universityofmobile,101693,Mobile County,-88.128934,30.793247,1610.0,Rural,Baccalaureatte,,,14086.0
467,University of Montevallo,Public,AL,In-person,universityofmontevallo,101709,Shelby County,-86.865099,33.10625,3062.0,Suburb,Master's,5.0,0.0,
468,University of New England,Private,ME,In-person,universityofnewengland,161457,York County,-70.385882,43.458172,6032.0,Suburb,Master's,,,5499.0
469,University of New Haven,Private,CT,Considering options,universityofnewhaven,129941,New Haven County,-72.961472,41.291314,6555.0,Suburb,Master's,65.0,5.0,4809.0
470,University of North Carolina at Asheville,Public,NC,In-person,universityofnorthcarolinaatasheville,199111,Buncombe County,-82.565259,35.616618,3784.0,City,Baccalaureatte,15.0,0.0,
471,University of North Carolina at Chapel Hill,Public,NC,In-person,universityofnorthcarolinaatchapelhill,199120,Orange County,-79.050969,35.912165,29127.0,City,Research,16.0,1.0,
472,University of North Carolina at Charlotte,Public,NC,In-person,universityofnorthcarolinaatcharlotte,199139,Mecklenburg County,-80.73579000000002,35.306834,26571.0,City,Research,7.0,2.0,
473,University of North Carolina at Greensboro,Public,NC,In-person,universityofnorthcarolinaatgreensboro,199148,Guilford County,-79.809844,36.067503,18074.0,City,Research,6.0,2.0,
474,University of North Carolina at Pembroke,Public,NC,In-person,universityofnorthcarolinaatpembroke,199281,Robeson County,-79.201895,34.687231,6222.0,Town,Master's,4.0,0.0,
475,University of North Texas,Public,TX,In-person,universityofnorthtexas,227216,Denton County,-97.151211,33.210958000000005,38315.0,City,Research,,,
476,University of Northern Colorado,Public,CO,In-person,universityofnortherncolorado,127741,Weld County,-104.701721,40.403178,12710.0,City,Research,13.0,1.0,
477,University of Northern Iowa,Public,IA,Hybrid model,universityofnortherniowa,154095,Black Hawk County,-92.459703,42.514923,12159.0,City,Master's,8.0,1.0,
478,University of Notre Dame,Private,IN,In-person,universityofnotredame,152080,St. Joseph County,-86.238959,41.703058,12124.0,Suburb,Research,89.0,5.0,545295.0
479,University of Oregon,Public,OR,In-person,universityoforegon,209551,Lane County,-123.07398,44.044515,24473.0,City,Research,40.0,11.0,
480,University of Pennsylvania,Private,PA,Considering options,universityofpennsylvania,215062,Philadelphia County,-75.193618,39.951002,24630.0,City,Research,71.0,11.0,357306.0
481,University of Portland,Private,OR,In-person,universityofportland,209825,Multnomah County,-122.726859,45.571807,4036.0,City,Master's,,,29069.0
482,University of Puget Sound,Private,WA,In-person,universityofpugetsound,236328,Pierce County,-122.479714,47.263651,2812.0,City,Baccalaureatte,82.0,1.0,103991.0
483,University of Redlands,Private,CA,Considering options,universityofredlands,121691,San Bernardino County,-117.163847,34.063571,5147.0,City,Master's,28.0,2.0,22824.0
484,University of Richmond,Private,VA,Considering options,universityofrichmond,233374,Richmond city,-77.538702,37.577625,4140.0,City,Baccalaureatte,,,479753.0
485,University of Rochester,Private,NY,Considering options,universityofrochester,195030,Monroe County,-77.63104200000002,43.126437,11020.0,City,Research,,,162764.0
486,University of San Diego,Private,CA,Hybrid model,universityofsandiego,122436,San Diego County,-117.188721,32.77142,8321.0,City,Research,41.0,4.0,46387.0
487,University of San Francisco,Private,CA,In-person,universityofsanfrancisco,122612,San Francisco County,-122.450977,37.775564,10112.0,City,Research,22.0,20.0,24298.0
488,University of Scranton,Private,PA,In-person,universityofscranton,215929,Lackawanna County,-75.65803100000002,41.40715,5633.0,City,Master's,,,25724.0
489,University of South Alabama,Public,AL,Hybrid model,universityofsouthalabama,102094,Mobile County,-88.18189,30.695081,15065.0,City,Research,20.0,1.0,
490,University of Southern California,Private,CA,Hybrid model,universityofsoutherncalifornia,123961,Los Angeles County,-118.283858,34.021058000000004,41368.0,City,Research,35.0,16.0,107715.0
491,University of the Cumberlands,Private,KY,In-person,universityofthecumberlands,156541,Whitley County,-84.162375,36.736489,4924.0,Town,Master's,38.0,5.0,19906.0
492,University of the Pacific,Private,CA,Hybrid model,universityofthepacific,120883,San Joaquin County,-121.307296,37.980624,6421.0,City,Research,8.0,5.0,44622.0
493,University of Toledo,Public,OH,In-person,universityoftoledo,206084,Lucas County,-83.615225,41.65795,20743.0,City,Research,,,
494,University of Tulsa,Private,OK,Hybrid model,universityoftulsa,207971,Tulsa County,-95.945175,36.151887,4597.0,City,Research,34.0,27.0,216498.0
495,University of Vermont,Public,VT,In-person,universityofvermont,231174,Chittenden County,-73.198128,44.479262,12723.0,City,Research,74.0,1.0,
496,University of West Alabama,Public,AL,In-person,universityofwestalabama,101587,Sumter County,-88.186077,32.59244,4427.0,Rural,Master's,,,
497,University of Wisconsin-Stout,Public,WI,In-person,universityofwisconsin-stout,240417,Dunn County,-91.929461,44.88861,9313.0,Town,Master's,36.0,1.0,
498,University of Wyoming,Public,WY,In-person,universityofwyoming,240727,Albany County,-105.57204,41.311943,12778.0,Town,Research,47.0,3.0,
499,Ursinus College,Private,PA,Undecided,ursinuscollege,216524,Montgomery County,-75.45565400000002,40.19405,1596.0,Suburb,Baccalaureatte,49.0,1.0,77155.0
500,Valparaiso University,Private,IN,In-person,valparaisouniversity,152600,Porter County,-87.04585300000002,41.463176,4508.0,Suburb,Master's,,,42568.0
501,Vanderbilt University,Private,TN,Hybrid model,vanderbiltuniversity,221999,Davidson County,-86.804875,36.14443,12757.0,City,Research,,,311592.0
502,Vassar College,Private,NY,Undecided,vassarcollege,197133,Dutchess County,-73.894345,41.685105,2477.0,Suburb,Baccalaureatte,,,351860.0
503,Vermont Technical College,Public,VT,In-person,vermonttechnicalcollege,231165,Orange County,-72.605179,43.939321,1543.0,Rural,Baccalaureate/Associate's Colleges,21.0,5.0,
504,Villanova University,Private,PA,Undecided,villanovauniversity,216597,Delaware County,-75.345457,40.039388,10696.0,Suburb,Master's,,,42422.0
505,Virginia Commonwealth University,Public,VA,In-person,virginiacommonwealthuniversity,234030,Richmond city,-77.453597,37.547631,30974.0,City,Research,9.0,3.0,
506,Virginia Commonwealth University,Public,VA,In-person,virginiacommonwealthuniversity,234030,Richmond city,-77.453597,37.547631,30974.0,City,Research,9.0,3.0,
507,Wabash College,Private,IN,In-person,wabashcollege,152673,Montgomery County,-86.90580899999998,40.037799,902.0,Town,Baccalaureatte,,,382150.0
508,Wake Forest University,Private,NC,In-person,wakeforestuniversity,199847,Forsyth County,-80.279004,36.135301,7602.0,City,Research,,,143348.0
509,Walsh University,Private,OH,Considering options,walshuniversity,206437,Stark County,-81.36910999999998,40.873295,2963.0,Suburb,Master's,,,6031.0
510,Warren Wilson College,Private,NC,In-person,warrenwilsoncollege,199865,Buncombe County,-82.441097,35.611762,893.0,Suburb,Baccalaureatte,,,63362.0
511,Washburn University,Public,KS,In-person,washburnuniversity,156082,Shawnee County,-95.702325,39.03497700000001,6973.0,City,Master's,6.0,1.0,
512,Washington College,Private,MD,In-person,washingtoncollege,164216,Kent County,-76.06878,39.217329,1512.0,Town,Baccalaureatte,,,109212.0
513,Washington State University,Public,WA,In-person,washingtonstateuniversity,236939,Whitman County,-117.158168,46.730448,27642.0,Town,Research,9.0,3.0,
514,Wayland Baptist University,Private,TX,In-person,waylandbaptistuniversity,229780,Hale County,-101.729564,34.186673,6222.0,Town,Master's,,,12944.0
515,Wayne State University,Public,MI,Online,waynestateuniversity,172644,Wayne County,-83.072864,42.35861,27897.0,City,Research,1.0,3.0,
516,Waynesburg University,Private,PA,In-person,waynesburguniversity,216694,Greene County,-80.18727,39.899419,2190.0,Town,Master's,,,25526.0
517,Webster University,Private,MO,In-person,websteruniversity,179894,St. Louis County,-90.345654,38.589269,17904.0,Suburb,Master's,,,8984.0
518,Wellesley College,Private,MA,Undecided,wellesleycollege,168218,Norfolk County,-71.30796600000002,42.293765,2474.0,Suburb,Baccalaureatte,,,593054.0
519,Wentworth Institute of Technology,Private,MA,Considering options,wentworthinstituteoftechnology,168227,Suffolk County,-71.094983,42.336632,4179.0,City,Baccalaureatte,36.0,7.0,18536.0
520,Wesley College,Private,DE,Considering options,wesleycollege,131098,Kent County,-75.527377,39.16325,1655.0,City,Baccalaureatte,,,4470.0
521,West Liberty University,Public,WV,In-person,westlibertyuniversity,237932,Ohio County,-80.604054,40.162473,2776.0,Rural,Baccalaureatte,,,
522,West Virginia University,Public,WV,In-person,westvirginiauniversity,238032,Monongalia County,-79.953926,39.63468,29466.0,City,Research,52.0,3.0,
523,West Virginia Wesleyan College,Private,WV,In-person,westvirginiawesleyancollege,237969,Upshur County,-80.21709399999997,38.990476,1469.0,Town,Baccalaureatte,38.0,4.0,28946.0
524,Western Connecticut State University,Public,CT,Hybrid model,westernconnecticutstateuniversity,130776,Fairfield County,-73.444264,41.400365,6025.0,City,Master's,8.0,0.0,
525,Western Michigan University,Public,MI,In-person,westernmichiganuniversity,172699,Kalamazoo County,-85.61511999999998,42.282589,24294.0,City,Research,11.0,1.0,
526,Western New England University,Private,MA,In-person,westernnewenglanduniversity,168254,Hampden County,-72.518789,42.115837,3800.0,City,Master's,,,14958.0
527,Western Washington University,Public,WA,Hybrid model,westernwashingtonuniversity,237011,Whatcom County,-122.484873,48.737236,14950.0,City,Master's,11.0,0.0,
528,Westminster College,Private,MO,In-person,westminstercollege,179946,Callaway County,-91.954345,38.847764,1026.0,Town,Baccalaureatte,20.0,18.0,43586.0
529,Westminster College,Private,MO,In-person,westminstercollege,216807,Lawrence County,-80.331376,41.118456,1366.0,Town,Baccalaureatte,22.0,0.0,64784.0
530,Westminster College,Private,MO,In-person,westminstercollege,230807,Salt Lake County,-111.855553,40.731495,3108.0,City,Master's,41.0,0.0,22021.0
531,Whitworth University,Private,WA,In-person,whitworthuniversity,237066,Spokane County,-117.418078,47.753699,2569.0,Suburb,Master's,30.0,1.0,40194.0
532,Wichita State University,Public,KS,Hybrid model,wichitastateuniversity,156125,Sedgwick County,-97.296733,37.716484,14386.0,City,Research,6.0,0.0,
533,Wilkes University,Private,PA,In-person,wilkesuniversity,216931,Luzerne County,-75.88833000000002,41.243204,4665.0,City,Master's,20.0,3.0,9646.0
534,Wilkes University,Private,PA,In-person,wilkesuniversity,216931,Luzerne County,-75.88833000000002,41.243204,4665.0,City,Master's,20.0,3.0,9646.0
535,Willamette University,Private,OR,In-person,willametteuniversity,210401,Marion County,-123.030727,44.935743,2855.0,City,Baccalaureatte,74.0,2.0,75786.0
536,William Jewell College,Private,MO,In-person,williamjewellcollege,179955,Clay County,-94.41207,39.247848,1044.0,Suburb,Baccalaureatte,,,59943.0
537,Williams College,Private,MA,Undecided,williamscollege,168342,Berkshire County,-73.205888,42.711669,2150.0,Town,Baccalaureatte,82.0,8.0,888422.0
538,Winona State University,Public,MN,Undecided,winonastateuniversity,175272,Winona County,-91.64447,44.046572,8782.0,Town,Master's,,,
539,Winston-Salem State University,Public,NC,In-person,winston-salemstateuniversity,199999,Forsyth County,-80.224905,36.089197,5399.0,City,Master's,9.0,1.0,
540,Winthrop University,Public,SC,In-person,winthropuniversity,218964,York County,-81.028667,34.938506,6130.0,City,Master's,,,
541,Wittenberg University,Private,OH,In-person,wittenberguniversity,206525,Clark County,-83.814082,39.937463,1979.0,City,Baccalaureatte,30.0,2.0,46513.0
542,Wofford College,Private,SC,Undecided,woffordcollege,218973,Spartanburg County,-81.934572,34.957914,1615.0,City,Baccalaureatte,45.0,2.0,95720.0
543,Worcester Polytechnic Institute,Private,MA,Undecided,worcesterpolytechnicinstitute,168421,Worcester County,-71.80879200000003,42.275067,6296.0,City,Research,,,99061.0
544,Worcester State University,Public,MA,Considering options,worcesterstateuniversity,168430,Worcester County,-71.84401899999997,42.26753400000001,6447.0,City,Master's,4.0,2.0,
545,Xavier University,Private,OH,In-person,xavieruniversity,206622,Hamilton County,-84.477648,39.149291,6633.0,City,Master's,52.0,2.0,21298.0
546,Xavier University of Louisiana,Private,LA,Hybrid model,xavieruniversityoflouisiana,160904,Orleans Parish,-90.107307,29.964162,3121.0,City,Baccalaureatte,,,46059.0
547,Yale University,Private,CT,Undecided,yaleuniversity,130794,New Haven County,-72.926688,41.311158,12109.0,City,Research,82.0,12.0,1528324.0
548,Yeshiva University,Private,NY,Considering options,yeshivauniversity,197708,New York County,-73.92854100000002,40.8508,6747.0,City,Research,,,180152.0
549,York College,Public,NY,In-person,yorkcollege,181853,York County,-97.579285,40.86745300000001,470.0,Town,Baccalaureatte,64.0,1.0,23403.0
550,Youngstown State University,Public,OH,In-person,youngstownstateuniversity,206695,Mahoning County,-80.64651500000002,41.105583,13352.0,City,Master's,13.0,1.0,
